,carat,cut,color,clarity,depth,table,price,x,y,z,volume,surface_area
10428,1.21,Very Good,I,SI2,59.9,58.0,4791,6.91,6.94,4.15,199.01491000000004,36.0
21793,1.25,Ideal,D,VS2,62.6,56.0,9933,6.84,6.87,4.29,201.590532,36.0
7240,1.25,Very Good,H,SI2,63.2,60.0,4199,6.87,6.81,4.32,202.10990400000003,36.0
19853,1.23,Ideal,G,VS1,61.8,57.0,8465,6.89,6.86,4.25,200.87795,36.0
22017,1.25,Ideal,D,VS2,62.6,56.0,10114,6.87,6.84,4.29,201.590532,36.0
19523,1.22,Premium,G,VS2,61.8,58.0,8213,6.84,6.91,4.25,200.8737,36.0
15144,1.21,Ideal,H,SI2,61.1,56.0,6098,6.92,6.87,4.21,200.145084,36.0
17797,1.21,Very Good,H,SI1,59.6,60.0,7203,6.93,6.94,4.13,198.629046,36.0
19110,1.25,Premium,D,SI1,62.4,58.0,7924,6.89,6.83,4.28,201.41123600000003,36.0
17404,1.26,Very Good,G,SI1,63.2,61.0,7000,6.87,6.81,4.32,202.10990400000003,36.0
19107,1.22,Ideal,G,VS2,62.0,55.0,7923,6.83,6.91,4.26,201.051978,36.0
16515,1.23,Ideal,H,SI1,62.4,54.0,6617,6.83,6.89,4.28,201.41123600000003,36.0
13124,1.24,Very Good,I,VS1,61.4,63.0,5444,6.89,6.88,4.23,200.51553600000003,36.0
19731,1.22,Premium,G,VS2,61.8,58.0,8362,6.91,6.84,4.25,200.8737,36.0
16076,1.27,Very Good,I,VS2,62.4,58.0,6443,6.83,6.89,4.28,201.41123600000003,36.0
6106,1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19,199.772496,36.0
13242,1.3,Fair,J,SI1,66.0,57.1,5488,6.73,6.82,4.45,204.24877,36.0
8979,1.2,Very Good,I,SI2,60.3,57.0,4514,6.88,6.95,4.17,199.39272,36.0
19338,1.22,Premium,G,VS2,61.1,56.0,8062,6.94,6.85,4.21,200.13919,36.0
17556,1.24,Premium,H,VS1,62.2,59.0,7092,6.83,6.9,4.27,201.23228999999998,36.0
16392,1.23,Very Good,I,VS1,63.1,58.0,6564,6.77,6.91,4.32,202.092624,36.0
26607,1.21,Premium,D,VVS1,60.1,59.0,17192,6.96,6.88,4.16,199.200768,36.0
25561,1.21,Premium,D,VVS2,61.1,59.0,14841,6.9,6.89,4.21,200.14761,36.0
17403,1.24,Premium,F,SI1,61.6,59.0,7000,6.9,6.86,4.24,200.69616000000002,36.0
16859,1.23,Premium,G,SI1,62.4,55.0,6750,6.89,6.83,4.28,201.41123600000003,36.0
22347,1.2,Ideal,G,VVS2,61.1,56.0,10454,6.88,6.91,4.21,200.14676799999998,36.0
9759,1.24,Ideal,J,SI2,61.6,57.0,4666,6.89,6.87,4.24,200.697432,36.0
14831,1.21,Very Good,H,SI2,61.1,55.7,5989,6.87,6.92,4.21,200.145084,36.0
18454,1.24,Ideal,I,VS2,61.8,56.0,7544,6.86,6.89,4.25,200.87795,36.0
16337,1.22,Ideal,H,SI1,62.2,56.0,6541,6.84,6.89,4.27,201.23485199999996,36.0
13749,1.19,Very Good,F,SI2,58.8,60.0,5622,6.93,6.98,4.09,197.839026,36.0
6863,1.23,Premium,I,SI1,60.3,60.0,4133,6.95,6.88,4.17,199.39272,36.0
21110,1.21,Ideal,F,VS1,59.7,57.0,9335,6.94,6.92,4.14,198.82267199999998,36.0
14490,1.24,Ideal,I,SI2,61.8,58.0,5866,6.85,6.9,4.25,200.87625,36.0
13791,1.24,Ideal,I,VS2,62.4,57.0,5638,6.82,6.9,4.28,201.40824000000003,36.0
11242,1.22,Premium,E,SI2,60.5,60.0,4974,6.93,6.89,4.18,199.58538599999997,36.0
17290,1.24,Ideal,H,SI1,61.6,57.0,6958,6.92,6.84,4.24,200.691072,36.0
13931,1.23,Good,D,SI2,60.5,64.0,5689,6.94,6.88,4.18,199.583296,36.0
17311,1.2,Ideal,H,SI1,61.1,56.0,6968,6.92,6.87,4.21,200.145084,36.0
21163,1.19,Ideal,G,VVS2,60.8,55.0,9383,6.91,6.9,4.19,199.77501000000004,36.0
23343,1.2,Premium,E,VVS2,61.4,56.0,11435,6.94,6.83,4.23,200.50284600000003,36.0
21178,1.19,Ideal,G,VVS2,60.9,53.0,9403,6.88,6.92,4.2,199.96032,36.0
21188,1.24,Premium,F,VS2,62.2,58.0,9411,6.89,6.84,4.27,201.23485199999996,36.0
13848,1.23,Premium,G,VS2,61.6,58.0,5654,6.91,6.85,4.24,200.69404,36.0
14197,1.23,Premium,J,VVS2,61.2,57.0,5768,6.92,6.86,4.22,200.328464,36.0
17837,1.24,Ideal,H,VS1,63.0,56.0,7222,6.87,6.82,4.31,201.938154,36.0
20824,1.23,Ideal,G,VS1,61.8,58.0,9116,6.85,6.9,4.25,200.87625,36.0
17835,1.24,Premium,H,VS1,62.2,59.0,7222,6.9,6.83,4.27,201.23228999999998,36.0
21057,1.22,Ideal,G,VS1,62.2,56.0,9292,6.88,6.85,4.27,201.23655999999997,36.0
13877,1.23,Very Good,J,VVS2,61.2,57.0,5665,6.86,6.92,4.22,200.328464,36.0
9583,1.2,Very Good,J,SI2,61.4,55.0,4636,6.85,6.92,4.23,200.51046,36.0
17154,1.24,Premium,F,SI1,61.6,59.0,6874,6.86,6.9,4.24,200.69616000000002,36.0
19349,1.22,Ideal,G,VS2,62.0,55.0,8067,6.91,6.83,4.26,201.051978,36.0
14054,1.23,Premium,I,SI1,62.0,57.0,5717,6.91,6.83,4.26,201.051978,36.0
17153,1.26,Good,G,SI1,63.2,61.0,6874,6.81,6.87,4.32,202.10990400000003,36.0
14169,1.22,Ideal,I,VS2,59.5,57.0,5761,6.91,6.97,4.13,198.911951,36.019999999999996
14176,1.2,Ideal,I,SI1,60.3,56.0,5763,6.87,6.97,4.17,199.675863,36.019999999999996
17169,1.21,Very Good,H,VS2,60.1,57.0,6887,6.88,6.97,4.16,199.48697599999997,36.019999999999996
18014,1.23,Ideal,I,VVS2,62.0,55.0,7299,6.86,6.89,4.26,201.35060399999998,36.019999999999996
19368,1.23,Ideal,H,VVS2,62.0,55.0,8079,6.85,6.9,4.26,201.3489,36.019999999999996
13788,1.25,Very Good,H,SI2,61.2,62.0,5637,6.84,6.95,4.22,200.61036,36.019999999999996
12944,1.25,Premium,J,VS2,62.2,59.0,5396,6.88,6.86,4.27,201.530336,36.019999999999996
10254,1.19,Premium,G,SI2,58.9,60.0,4758,7.0,6.92,4.09,198.1196,36.019999999999996
22011,1.22,Premium,G,VVS2,62.0,58.0,10111,6.9,6.85,4.26,201.3489,36.019999999999996
18492,1.21,Premium,H,VS2,59.9,59.0,7562,6.94,6.92,4.15,199.30292,36.019999999999996
9647,1.23,Premium,J,SI1,61.9,54.0,4649,6.89,6.86,4.26,201.35060399999998,36.019999999999996
17557,1.24,Very Good,H,VS1,62.6,54.0,7092,6.84,6.88,4.29,201.88396799999998,36.019999999999996
24157,1.23,Ideal,E,VVS2,61.7,57.0,12539,6.85,6.91,4.25,201.167375,36.019999999999996
18220,1.25,Ideal,H,SI1,62.0,58.0,7423,6.86,6.89,4.26,201.35060399999998,36.019999999999996
10062,1.2,Premium,J,VS2,60.3,59.0,4715,6.9,6.94,4.17,199.68462,36.019999999999996
18283,1.2,Ideal,F,SI1,61.5,53.0,7463,6.87,6.9,4.24,200.98872000000003,36.019999999999996
15890,1.22,Ideal,D,SI2,61.8,58.0,6372,6.84,6.92,4.25,201.1644,36.019999999999996
6285,1.23,Ideal,H,I1,61.8,56.0,4025,6.85,6.91,4.25,201.167375,36.019999999999996
20035,1.22,Premium,F,VS2,62.0,58.0,8576,6.86,6.89,4.26,201.35060399999998,36.019999999999996
13290,1.22,Ideal,H,SI2,61.0,57.0,5502,6.88,6.93,4.2,200.24928,36.019999999999996
20252,1.22,Premium,F,VS2,62.0,58.0,8733,6.89,6.86,4.26,201.35060399999998,36.019999999999996
13268,1.24,Very Good,I,SI2,61.6,59.0,5497,6.87,6.9,4.24,200.98872000000003,36.019999999999996
14783,1.21,Ideal,H,SI1,61.2,57.0,5973,6.86,6.93,4.22,200.617956,36.019999999999996
22511,1.23,Ideal,G,VVS2,60.8,57.0,10646,6.89,6.92,4.2,200.25096,36.019999999999996
14105,1.25,Premium,H,SI2,61.2,62.0,5740,6.95,6.84,4.22,200.61036,36.019999999999996
22062,1.21,Ideal,F,VS2,61.5,54.0,10177,6.88,6.89,4.24,200.989568,36.019999999999996
15022,1.2,Premium,F,SI2,59.9,58.0,6055,6.96,6.9,4.15,199.29960000000003,36.019999999999996
6649,1.23,Ideal,H,I1,61.8,56.0,4098,6.91,6.85,4.25,201.167375,36.019999999999996
19150,1.21,Ideal,H,VVS2,60.4,57.0,7954,6.9,6.93,4.18,199.87506,36.019999999999996
13702,1.22,Ideal,H,SI2,61.0,57.0,5602,6.93,6.88,4.2,200.24928,36.019999999999996
17836,1.24,Ideal,H,VS1,62.6,54.0,7222,6.88,6.84,4.29,201.88396799999998,36.019999999999996
12616,1.25,Premium,J,VS2,62.2,59.0,5299,6.86,6.88,4.27,201.530336,36.019999999999996
15853,1.22,Premium,I,VS1,60.6,61.0,6354,6.94,6.88,4.19,200.06076800000002,36.02
22164,1.21,Ideal,G,VVS1,61.0,57.0,10295,6.87,6.93,4.21,200.43431099999998,36.02
17221,1.26,Premium,F,SI1,62.3,58.0,6915,6.89,6.84,4.28,201.70612799999998,36.02
19732,1.22,Ideal,G,VS2,61.4,56.0,8362,6.9,6.88,4.23,200.80656000000002,36.02
15200,1.22,Premium,E,SI2,62.5,55.0,6121,6.9,6.82,4.29,201.87882000000002,36.02
22434,1.21,Ideal,E,VS2,61.8,53.0,10556,6.86,6.9,4.25,201.16950000000003,36.02
12236,1.2,Very Good,H,SI2,58.8,61.0,5211,6.94,6.98,4.09,198.12450800000002,36.02
17089,1.24,Premium,D,SI2,61.4,59.0,6840,6.87,6.91,4.23,200.805291,36.02
19522,1.22,Ideal,G,VS2,61.4,56.0,8213,6.88,6.9,4.23,200.80656000000002,36.02
12230,1.23,Premium,J,VS1,60.1,60.0,5209,6.9,6.95,4.16,199.49280000000002,36.02
15275,1.22,Premium,I,VS2,60.6,58.0,6149,6.93,6.89,4.19,200.062863,36.02
17685,1.2,Very Good,I,IF,59.1,61.0,7141,6.91,6.99,4.11,198.51669900000005,36.02
15071,1.24,Very Good,I,SI1,61.4,59.0,6075,6.86,6.92,4.23,200.80317600000004,36.02
22372,1.21,Ideal,G,VVS1,61.0,57.0,10482,6.93,6.87,4.21,200.43431099999998,36.02
12631,1.23,Premium,J,VS1,60.1,60.0,5304,6.95,6.9,4.16,199.49280000000002,36.02
17305,1.24,Premium,D,SI2,61.4,59.0,6965,6.91,6.87,4.23,200.805291,36.02
15941,1.22,Ideal,H,SI2,62.3,57.0,6398,6.84,6.89,4.28,201.70612799999998,36.02
9866,1.24,Premium,J,SI1,61.8,58.0,4687,6.9,6.86,4.25,201.16950000000003,36.02
21615,1.24,Ideal,G,VVS2,61.2,56.0,9788,6.92,6.88,4.22,200.912512,36.04
18999,1.25,Ideal,F,VS1,62.4,57.0,7840,6.9,6.83,4.29,202.17483000000001,36.04
14967,1.23,Ideal,H,SI1,62.3,57.0,6046,6.89,6.85,4.28,202.00101999999998,36.04
18035,1.23,Ideal,H,SI1,62.3,58.0,7313,6.85,6.89,4.28,202.00101999999998,36.04
20915,1.22,Ideal,F,VS2,61.3,56.0,9203,6.87,6.92,4.23,201.09589200000002,36.04
16118,1.23,Very Good,H,VS2,60.6,59.0,6459,6.89,6.94,4.19,200.35155400000002,36.04
11837,1.25,Good,J,SI1,63.6,57.0,5110,6.86,6.81,4.35,203.21721,36.04
19909,1.23,Ideal,F,VS1,61.3,57.0,8523,6.86,6.93,4.23,201.093354,36.04
19211,1.21,Ideal,G,VS2,61.1,57.0,7996,6.95,6.85,4.22,200.90365,36.04
13703,1.22,Ideal,I,SI1,61.7,57.0,5602,6.91,6.86,4.25,201.46105000000003,36.04
20872,1.26,Very Good,G,VVS2,62.1,58.0,9158,6.92,6.83,4.27,201.81557199999997,36.04
19436,1.21,Ideal,H,VVS2,61.3,57.0,8131,6.92,6.87,4.23,201.09589200000002,36.04
14232,1.2,Premium,E,SI2,60.4,58.0,5779,6.95,6.89,4.18,200.16138999999998,36.04
20056,1.23,Ideal,H,IF,61.3,57.0,8585,6.92,6.87,4.23,201.09589200000002,36.04
16411,1.23,Premium,H,VS2,60.6,59.0,6577,6.94,6.89,4.19,200.35155400000002,36.04
15178,1.24,Ideal,F,SI2,61.7,57.0,6111,6.91,6.86,4.25,201.46105000000003,36.04
23353,1.21,Very Good,F,VVS2,61.0,58.0,11455,6.89,6.92,4.21,200.727748,36.04
14593,1.22,Premium,J,VS1,61.7,59.0,5910,6.92,6.85,4.25,201.4585,36.04
12168,1.22,Ideal,J,SI1,62.3,55.0,5192,6.91,6.83,4.28,201.99588400000002,36.04
19346,1.25,Premium,G,VS2,61.9,58.0,8064,6.91,6.85,4.26,201.64070999999998,36.04
18064,1.23,Ideal,E,SI2,62.1,55.0,7336,6.91,6.84,4.27,201.818988,36.04
16419,1.25,Ideal,G,SI1,62.5,54.0,6580,6.88,6.85,4.29,202.17912,36.04
8952,1.2,Ideal,J,SI2,59.1,62.0,4509,6.97,6.94,4.11,198.80809800000003,36.04
22328,1.21,Very Good,E,VS1,60.0,58.0,10430,6.89,6.97,4.16,199.776928,36.04
9862,1.2,Premium,J,SI2,58.7,59.0,4685,6.99,6.94,4.09,198.408354,36.04
20182,1.23,Ideal,F,VS1,61.3,57.0,8679,6.93,6.86,4.23,201.093354,36.04
24524,1.22,Ideal,F,VVS1,61.2,57.0,13029,6.88,6.92,4.22,200.912512,36.04
21146,1.24,Ideal,G,VVS2,61.2,56.0,9362,6.88,6.92,4.22,200.912512,36.04
19817,1.23,Ideal,H,IF,61.3,57.0,8431,6.87,6.92,4.23,201.09589200000002,36.04
3052,1.24,Ideal,I,SI2,62.5,57.0,3312,6.89,6.84,4.29,202.17740399999997,36.04
21131,1.23,Very Good,F,VS1,60.6,58.0,9346,6.88,6.95,4.19,200.34904000000003,36.04
777,1.22,Premium,E,I1,60.9,57.0,2862,6.93,6.88,4.21,200.72606399999998,36.04
13537,1.21,Premium,J,VS1,59.5,60.0,5556,6.99,6.9,4.13,199.19403,36.04
21106,1.23,Premium,F,VS2,61.2,58.0,9333,6.93,6.87,4.22,200.91040199999998,36.04
14708,1.23,Ideal,H,SI1,62.3,57.0,5938,6.85,6.89,4.28,202.00101999999998,36.04
11057,1.21,Very Good,I,SI2,60.0,58.0,4929,6.89,6.97,4.16,199.776928,36.04
11566,1.24,Very Good,I,SI1,62.5,57.0,5046,6.84,6.89,4.29,202.17740399999997,36.04
11071,1.21,Premium,E,SI2,61.0,58.0,4933,6.93,6.88,4.21,200.72606399999998,36.04
14754,1.27,Very Good,I,SI1,63.1,59.0,5953,6.83,6.87,4.32,202.703472,36.04
14455,1.23,Very Good,I,SI1,63.1,56.0,5855,6.91,6.79,4.32,202.689648,36.04
18664,1.17,Very Good,H,IF,59.3,59.0,7644,6.92,6.98,4.12,199.00259200000002,36.04
14762,1.22,Ideal,I,VS2,62.5,57.0,5960,6.83,6.9,4.29,202.17483000000001,36.04
12439,1.25,Ideal,J,SI1,62.1,58.0,5252,6.86,6.89,4.27,201.82325799999998,36.04
13571,1.2,Good,I,VS1,57.8,61.0,5570,7.02,6.96,4.04,197.39116799999996,36.04
14931,1.27,Very Good,I,VS2,63.3,63.0,6031,6.87,6.82,4.33,202.875222,36.040000000000006
14637,1.27,Good,I,VS2,63.3,63.0,5923,6.82,6.87,4.33,202.875222,36.040000000000006
12807,1.22,Good,J,VS1,58.5,61.0,5356,6.94,7.0,4.08,198.20640000000003,36.040000000000006
20363,1.22,Ideal,F,VS2,61.5,57.0,8783,6.87,6.91,4.24,201.280008,36.040000000000006
16734,1.24,Premium,H,SI1,60.2,60.0,6686,6.91,6.94,4.17,199.97401800000003,36.040000000000006
21587,1.23,Ideal,F,VS2,61.9,57.0,9759,6.86,6.9,4.26,201.64284,36.040000000000006
18421,1.25,Very Good,H,VS2,63.3,57.0,7525,6.87,6.82,4.33,202.875222,36.040000000000006
17026,1.24,Premium,H,SI1,60.2,60.0,6808,6.94,6.91,4.17,199.97401800000003,36.040000000000006
13558,1.2,Ideal,G,SI2,58.9,60.0,5562,6.98,6.94,4.1,198.60892,36.040000000000006
20333,1.25,Ideal,F,VS2,62.8,57.0,8764,6.87,6.85,4.31,202.82644499999998,36.059999999999995
14104,1.25,Premium,I,SI1,62.4,58.0,5740,6.89,6.85,4.29,202.47298499999997,36.059999999999995
15183,1.25,Very Good,H,SI1,62.4,55.0,6113,6.85,6.89,4.29,202.47298499999997,36.059999999999995
19773,1.25,Ideal,E,VS2,62.6,56.0,8400,6.89,6.84,4.3,202.64867999999996,36.06
12553,1.21,Premium,H,SI2,60.0,60.0,5285,6.96,6.91,4.16,200.069376,36.06
9899,1.27,Ideal,J,SI2,62.6,57.0,4693,6.85,6.88,4.3,202.6504,36.06
19388,1.21,Ideal,G,VS2,59.8,57.0,8097,6.98,6.9,4.15,199.87230000000005,36.06
13827,1.23,Premium,I,SI1,59.6,60.0,5648,6.96,6.93,4.14,199.68379199999998,36.06
19935,1.23,Ideal,H,VS2,61.5,57.0,8541,6.92,6.87,4.24,201.571296,36.06
13961,1.25,Very Good,I,SI1,62.1,58.0,5699,6.86,6.9,4.27,202.11617999999999,36.06
8474,1.35,Fair,I,SI2,66.5,57.0,4423,6.79,6.74,4.5,205.9407,36.06
22338,1.23,Ideal,G,VVS2,61.3,56.0,10445,6.89,6.91,4.23,201.389877,36.06
16607,1.21,Premium,F,SI1,60.0,60.0,6659,6.96,6.91,4.16,200.069376,36.06
19801,1.22,Premium,F,VS2,59.8,59.0,8417,6.96,6.92,4.15,199.87728,36.06
16987,1.24,Ideal,D,SI1,61.9,56.0,6805,6.9,6.87,4.26,201.93678000000003,36.06
22587,1.24,Ideal,G,VVS1,62.3,56.0,10724,6.86,6.89,4.28,202.29591200000002,36.06
18495,1.24,Good,E,SI1,63.5,55.0,7563,6.82,6.86,4.35,203.51561999999998,36.06
18756,1.24,Ideal,E,SI1,63.5,55.0,7701,6.86,6.82,4.35,203.51561999999998,36.06
10371,1.27,Ideal,J,SI2,62.6,57.0,4779,6.88,6.85,4.3,202.6504,36.06
14175,1.23,Very Good,I,SI1,60.5,58.0,5763,6.9,6.94,4.19,200.64234000000002,36.06
1201,1.24,Very Good,J,I1,61.9,55.0,2940,6.85,6.92,4.26,201.93251999999995,36.06
1487,1.24,Premium,J,I1,61.9,55.0,2994,6.92,6.85,4.26,201.93251999999995,36.06
21395,1.22,Ideal,F,VS2,60.7,57.0,9568,6.89,6.94,4.2,200.82972,36.06
20358,1.22,Premium,G,VS1,61.3,58.0,8779,6.91,6.89,4.23,201.389877,36.06
13122,1.24,Ideal,J,VS2,62.3,56.0,5443,6.84,6.91,4.28,202.29163200000002,36.06
15689,1.21,Ideal,I,VS1,60.5,58.0,6292,6.95,6.89,4.19,200.64024500000002,36.06
17784,1.21,Very Good,H,VS1,60.4,59.0,7196,6.88,6.97,4.18,200.44604799999996,36.06
12031,1.25,Premium,J,VS1,60.9,59.0,5156,6.9,6.92,4.21,201.01908000000003,36.06
16565,1.24,Ideal,J,VS2,62.1,56.0,6639,6.86,6.9,4.27,202.11617999999999,36.06
19136,1.23,Ideal,H,VS1,62.1,54.0,7946,6.87,6.89,4.27,202.11746099999996,36.06
17960,1.25,Ideal,E,SI2,62.3,58.0,7289,6.86,6.89,4.28,202.29591200000002,36.06
17754,1.23,Very Good,H,VS2,60.2,63.0,7177,6.95,6.91,4.17,200.262165,36.06
16274,1.22,Very Good,G,SI2,59.2,61.0,6531,6.99,6.92,4.12,199.287696,36.06
13662,1.29,Very Good,H,SI2,63.8,57.0,5601,6.8,6.87,4.36,203.68176000000003,36.06
14385,1.19,Good,F,SI1,57.6,60.0,5825,6.98,7.02,4.03,197.468388,36.06
10559,1.29,Fair,F,SI2,64.4,57.0,4824,6.85,6.79,4.39,204.18548499999997,36.06
22991,1.22,Ideal,G,IF,61.7,56.0,11111,6.87,6.91,4.25,201.754725,36.06
11150,1.18,Premium,H,SI2,58.7,60.0,4956,7.01,6.93,4.09,198.68933699999997,36.06
19222,1.23,Premium,H,VVS2,62.8,56.0,8004,6.9,6.82,4.31,202.81998000000002,36.06
12048,1.28,Premium,H,SI2,62.5,62.0,5161,6.89,6.84,4.3,202.64867999999996,36.06
14299,1.22,Ideal,I,SI1,60.2,58.0,5807,6.96,6.9,4.17,200.26008,36.06
20203,1.24,Ideal,H,VVS1,61.9,55.0,8693,6.85,6.91,4.27,202.11404499999998,36.06
21139,1.29,Premium,G,VS1,62.4,58.0,9354,6.89,6.86,4.29,202.768566,36.08
16826,1.26,Very Good,G,SI1,63.0,59.0,6733,6.84,6.88,4.32,203.295744,36.08
16398,1.21,Premium,H,SI1,60.5,59.0,6566,6.96,6.89,4.19,200.92893600000002,36.08
13920,1.24,Ideal,H,VS2,61.4,57.0,5683,6.92,6.88,4.24,201.86470400000002,36.08
21104,1.24,Ideal,F,VS1,62.2,55.0,9333,6.89,6.87,4.28,202.59080400000002,36.08
24418,1.23,Ideal,D,VVS2,62.0,55.0,12848,6.85,6.92,4.27,202.40653999999995,36.08
23230,1.24,Ideal,G,IF,62.4,56.0,11376,6.86,6.89,4.29,202.768566,36.08
11364,1.24,Ideal,J,SI1,61.8,57.0,5000,6.92,6.86,4.26,202.227312,36.08
10612,1.27,Premium,I,SI2,62.0,60.0,4836,6.91,6.86,4.27,202.40910200000002,36.08
18916,1.21,Ideal,H,SI1,60.9,56.0,7810,6.89,6.94,4.21,201.307886,36.08
21059,1.22,Premium,E,VS2,62.2,55.0,9292,6.91,6.85,4.28,202.58738000000002,36.08
13075,1.21,Premium,G,SI2,60.3,58.0,5430,6.9,6.96,4.18,200.74032,36.08
51914,1.3,Fair,E,I1,66.5,58.0,2571,6.79,6.75,4.5,206.24625,36.08
12467,1.25,Ideal,I,SI2,62.0,57.0,5259,6.85,6.92,4.27,202.40653999999995,36.08
12487,1.25,Premium,J,VS2,62.0,59.0,5264,6.9,6.87,4.27,202.41081,36.08
10820,1.24,Ideal,J,SI1,61.8,57.0,4875,6.92,6.86,4.26,202.227312,36.08
20179,1.26,Premium,F,VS2,62.8,58.0,8676,6.89,6.84,4.31,203.11995599999995,36.08
14581,1.24,Ideal,H,SI2,62.0,56.0,5902,6.9,6.87,4.27,202.41081,36.08
22389,1.2,Very Good,G,IF,60.9,55.0,10497,6.9,6.93,4.21,201.30957,36.08
18224,1.3,Premium,D,SI1,62.2,58.0,7426,6.93,6.83,4.28,202.580532,36.08
13423,1.21,Premium,G,SI2,60.3,58.0,5529,6.96,6.9,4.18,200.74032,36.08
16934,1.25,Premium,H,SI1,62.2,57.0,6783,6.91,6.85,4.28,202.58738000000002,36.08
23812,1.24,Ideal,F,VVS2,62.0,57.0,12059,6.86,6.91,4.27,202.40910200000002,36.08
14062,1.22,Very Good,D,SI2,62.2,58.0,5721,6.85,6.91,4.28,202.58738000000002,36.08
21220,1.21,Premium,F,VS1,60.1,58.0,9448,6.98,6.89,4.17,200.54447399999998,36.08
16539,1.24,Very Good,H,SI1,62.4,58.0,6625,6.93,6.82,4.29,202.756554,36.08
13234,1.24,Very Good,H,SI2,63.2,55.0,5486,6.88,6.83,4.33,203.468432,36.08
15316,1.23,Good,I,SI1,60.7,61.0,6165,6.91,6.93,4.2,201.12246,36.08
12088,1.25,Premium,J,VS2,62.0,59.0,5170,6.87,6.9,4.27,202.41081,36.08
12586,1.25,Ideal,I,SI2,63.3,56.0,5292,6.87,6.83,4.34,203.64191399999999,36.08
19790,1.22,Ideal,H,VS1,61.9,54.0,8411,6.88,6.9,4.26,202.23072,36.08
19351,1.22,Premium,G,VS2,60.9,57.0,8067,6.94,6.89,4.21,201.307886,36.08
13297,1.19,Premium,D,SI2,58.8,58.0,5504,7.04,6.9,4.1,199.1616,36.08
22264,1.24,Ideal,G,VVS2,61.4,58.0,10395,6.88,6.92,4.24,201.86470400000002,36.08
14644,1.25,Premium,I,VS2,62.2,57.0,5925,6.92,6.84,4.28,202.584384,36.08
22033,1.21,Premium,E,VS1,60.3,58.0,10137,6.95,6.91,4.18,200.74241,36.08
2302,1.23,Ideal,H,I1,61.6,55.0,3168,6.92,6.87,4.25,202.0467,36.08
24839,1.25,Ideal,E,VVS1,62.6,56.0,13536,6.83,6.91,4.3,202.93979000000002,36.08
20389,1.24,Ideal,G,VS2,62.0,56.0,8797,6.87,6.9,4.27,202.41081,36.08
14808,1.21,Premium,F,SI2,59.0,60.0,5982,6.94,6.99,4.11,199.37856600000003,36.08
21703,1.21,Premium,F,VS1,61.1,57.0,9846,6.93,6.89,4.22,201.49529399999997,36.08
12803,1.25,Ideal,I,SI2,62.0,57.0,5355,6.92,6.85,4.27,202.40653999999995,36.08
19681,1.22,Ideal,G,VS1,61.3,56.0,8313,6.93,6.88,4.23,201.679632,36.08
16138,1.25,Ideal,E,SI1,61.1,57.0,6468,6.93,6.89,4.22,201.49529399999997,36.08
12186,1.25,Good,I,SI2,63.3,55.8,5197,6.83,6.87,4.34,203.64191399999999,36.08
11250,1.29,Very Good,F,SI2,63.4,57.0,4977,6.92,6.77,4.35,203.79053999999996,36.08
19894,1.23,Ideal,H,VVS2,61.6,57.0,8509,6.87,6.92,4.25,202.0467,36.08
14893,1.23,Ideal,J,VS2,61.2,57.0,6015,6.93,6.88,4.23,201.679632,36.08
21581,1.22,Premium,D,VS2,59.4,59.0,9756,6.99,6.92,4.13,199.77140400000002,36.08
19669,1.24,Ideal,H,VS1,61.6,56.0,8299,6.88,6.91,4.25,202.0484,36.08
15921,1.23,Ideal,I,SI1,61.8,58.0,6389,6.87,6.91,4.26,202.22944199999998,36.08
20553,1.23,Ideal,H,VVS1,61.4,56.0,8920,6.89,6.91,4.24,201.865976,36.08
15111,1.21,Premium,F,SI2,59.0,60.0,6092,6.99,6.94,4.11,199.37856600000003,36.08
14267,1.24,Ideal,H,SI2,62.0,56.0,5797,6.87,6.9,4.27,202.41081,36.08
22729,1.2,Ideal,G,VVS2,61.2,56.0,10846,6.92,6.89,4.23,201.681324,36.08
5220,1.23,Ideal,G,SI2,61.6,55.0,3788,6.91,6.88,4.25,202.0484,36.08
15075,1.24,Ideal,I,VS2,62.0,55.0,6076,6.9,6.87,4.27,202.41081,36.08
20992,1.24,Ideal,E,VS2,62.0,57.0,9240,6.87,6.9,4.27,202.41081,36.08
15054,1.26,Premium,I,SI1,62.0,58.0,6068,6.9,6.87,4.27,202.41081,36.08
21037,1.21,Premium,F,VS1,60.1,58.0,9279,6.89,6.98,4.17,200.54447399999998,36.08
14368,1.23,Ideal,I,SI2,61.8,55.0,5820,6.87,6.91,4.26,202.22944199999998,36.08
11216,1.22,Very Good,J,SI1,58.8,61.0,4969,6.94,7.0,4.1,199.178,36.08
15145,1.21,Premium,H,SI2,58.8,60.0,6098,6.99,6.95,4.1,199.18005,36.08
22188,1.23,Ideal,G,VVS2,62.2,55.0,10317,6.86,6.9,4.28,202.58952000000002,36.080000000000005
14097,1.26,Very Good,H,SI2,62.2,57.0,5736,6.86,6.9,4.28,202.58952000000002,36.080000000000005
16935,1.25,Ideal,H,SI1,62.2,57.0,6783,6.9,6.86,4.28,202.58952000000002,36.080000000000005
9762,1.24,Premium,J,SI2,62.2,58.0,4666,6.94,6.82,4.28,202.57582400000004,36.080000000000005
16610,1.25,Ideal,H,SI1,62.2,57.0,6661,6.86,6.9,4.28,202.58952000000002,36.080000000000005
